"EcoR_ID" "EcoR_Name" "NAME_ENGL" "disp_plot" "Coef_b" "Coef_q"
"206" 442 "Upper_Tigris_&_Euphrates" "Syria" "0.5 km" -0.83970132942533 0.346443292542301
"207" 442 "Upper_Tigris_&_Euphrates" "Syria" "1 km" -0.858088325869393 0.347907620725348
"208" 442 "Upper_Tigris_&_Euphrates" "Syria" "2 km" -0.837535404707012 0.347885381774393
"209" 442 "Upper_Tigris_&_Euphrates" "Syria" "5 km" -0.851336156827833 0.349442195042502
"210" 442 "Upper_Tigris_&_Euphrates" "Syria" "10 km" -0.872410046863238 0.350350929014827
"211" 429 "Western_Anatolia" "Turkey" "0.001 km" -0.373816452261795 0.318141037371646
"212" 429 "Western_Anatolia" "Turkey" "0.1 km" -0.586186949747569 0.338377856766706
"213" 429 "Western_Anatolia" "Turkey" "0.5 km" -0.553482394785828 0.340079959852903
"214" 429 "Western_Anatolia" "Turkey" "1 km" -0.505580162583995 0.340377395044483
"215" 429 "Western_Anatolia" "Turkey" "2 km" -0.551215177501735 0.343163555885993
"216" 429 "Western_Anatolia" "Turkey" "5 km" -0.561025089714026 0.344922587285627
"217" 429 "Western_Anatolia" "Turkey" "10 km" -0.576705397312748 0.345623729846508
"218" 429 "Western_Anatolia" "Greece" "0.001 km" -0.373816452261795 0.318141037371646
"219" 429 "Western_Anatolia" "Greece" "0.1 km" -0.586186949747569 0.338377856766706
"220" 429 "Western_Anatolia" "Greece" "0.5 km" -0.553482394785828 0.340079959852903
"221" 429 "Western_Anatolia" "Greece" "1 km" -0.505580162583995 0.340377395044483
"222" 429 "Western_Anatolia" "Greece" "2 km" -0.551215177501735 0.343163555885993
"223" 429 "Western_Anatolia" "Greece" "5 km" -0.561025089714026 0.344922587285627
"224" 429 "Western_Anatolia" "Greece" "10 km" -0.576705397312748 0.345623729846508
"225" 432 "Southern_Anatolia" "Turkey" "0.001 km" -0.403158206070116 0.318747015466361
"226" 432 "Southern_Anatolia" "Turkey" "0.1 km" -0.556349754528787 0.336274905719096
"227" 432 "Southern_Anatolia" "Turkey" "0.5 km" -0.598498495997998 0.340693817263138
"228" 432 "Southern_Anatolia" "Turkey" "1 km" -0.529836209822337 0.339628704001788
"229" 432 "Southern_Anatolia" "Turkey" "2 km" -0.556536732115733 0.3418222115133
"230" 432 "Southern_Anatolia" "Turkey" "5 km" -0.59471050687019 0.344723945188164
"231" 432 "Southern_Anatolia" "Turkey" "10 km" -0.577353615012907 0.344474989323423
"232" 432 "Southern_Anatolia" "Cyprus" "0.001 km" -0.403158206070116 0.318747015466361
"233" 432 "Southern_Anatolia" "Cyprus" "0.1 km" -0.556349754528787 0.336274905719096
"234" 432 "Southern_Anatolia" "Cyprus" "0.5 km" -0.598498495997998 0.340693817263138
"235" 432 "Southern_Anatolia" "Cyprus" "1 km" -0.529836209822337 0.339628704001788
"236" 432 "Southern_Anatolia" "Cyprus" "2 km" -0.556536732115733 0.3418222115133
"237" 432 "Southern_Anatolia" "Cyprus" "5 km" -0.59471050687019 0.344723945188164
"238" 432 "Southern_Anatolia" "Cyprus" "10 km" -0.577353615012907 0.344474989323423
"239" 423 "Thrace" "Bulgaria" "0.001 km" -0.251767905606854 0.304027034843701
"240" 423 "Thrace" "Bulgaria" "0.1 km" -0.420020623846877 0.331423563107768
"241" 423 "Thrace" "Bulgaria" "0.5 km" -0.510655575272969 0.337290117157044
"242" 423 "Thrace" "Bulgaria" "1 km" -0.326955163152995 0.332030629408965
"243" 423 "Thrace" "Bulgaria" "2 km" -0.380433412503099 0.336670487138401
"244" 423 "Thrace" "Bulgaria" "5 km" -0.411508996122585 0.339283055317925
"245" 423 "Thrace" "Bulgaria" "10 km" -0.440921795101228 0.340501165160474
"246" 423 "Thrace" "Serbia" "0.001 km" -0.251767905606854 0.304027034843701
"247" 423 "Thrace" "Serbia" "0.1 km" -0.420020623846877 0.331423563107768
"248" 423 "Thrace" "Serbia" "0.5 km" -0.510655575272969 0.337290117157044
"249" 423 "Thrace" "Serbia" "1 km" -0.326955163152995 0.332030629408965
"250" 423 "Thrace" "Serbia" "2 km" -0.380433412503099 0.336670487138401
"251" 423 "Thrace" "Serbia" "5 km" -0.411508996122585 0.339283055317925
"252" 423 "Thrace" "Serbia" "10 km" -0.440921795101228 0.340501165160474
"253" 423 "Thrace" "Turkey" "0.001 km" -0.251767905606854 0.304027034843701
"254" 423 "Thrace" "Turkey" "0.1 km" -0.420020623846877 0.331423563107768
"255" 423 "Thrace" "Turkey" "0.5 km" -0.510655575272969 0.337290117157044
"256" 423 "Thrace" "Turkey" "1 km" -0.326955163152995 0.332030629408965
"257" 423 "Thrace" "Turkey" "2 km" -0.380433412503099 0.336670487138401
"258" 423 "Thrace" "Turkey" "5 km" -0.411508996122585 0.339283055317925
"259" 423 "Thrace" "Turkey" "10 km" -0.440921795101228 0.340501165160474
"260" 423 "Thrace" "North Macedonia" "0.001 km" -0.251767905606854 0.304027034843701
"261" 423 "Thrace" "North Macedonia" "0.1 km" -0.420020623846877 0.331423563107768
"262" 423 "Thrace" "North Macedonia" "0.5 km" -0.510655575272969 0.337290117157044
"263" 423 "Thrace" "North Macedonia" "1 km" -0.326955163152995 0.332030629408965
"264" 423 "Thrace" "North Macedonia" "2 km" -0.380433412503099 0.336670487138401
"265" 423 "Thrace" "North Macedonia" "5 km" -0.411508996122585 0.339283055317925
